Name,Accelerator,Align Corners,Batch Size,Cache,Callbacks,Coordinate Mapping,Dataset Dir,Device,Enable Progress Bar,Filter Extent,Hidden Units,Input Layer Out Channels,Intermediate Activation Fn,Interpolation,Kernel Size,Learning Rate,Limit Train Batches,Limit Train Batches,Limit Val Batches,Limit Val Batches,Logger,Max Epochs,Mode,Module Class,Monitor,Normalize,Num Epochs,Num Hidden Layers,Num Samples,Out Units,Radius Search Ignore Query Points,Save Top K,Shuffle,Split,Train Dataloaders,Use Dense Layer For Centers,Val Dataloaders,Window Function,Number Of Params,Number Of Trainable Params,Timestamp,Time This Iter S,Done,Training Iteration,Trial Id,Date,Time Total S,Pid,Hostname,Node Ip,Config,Time Since Restore,Iterations Since Restore,Report On,Train Loss,Train Loss Step,Val Loss,Val Loss Epoch,Train Loss Epoch,Epoch,Step,Should Checkpoint
00089_89,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7f7624324c70>'],ball_to_cube_volume_preserving,datasets/data/dam_break_preprocessed/train,cuda,False,0.09655293048776378,64,4,Leaky_ReLU,nearest_neighbor,4,0.001942877227967921,0.1,0.1,0.1,0.1,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f7624324b50>,25,min,<class 'models.cconv.CConvModel'>,val_loss,False,25,4,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7f7624324cd0>,True,<torch.utils.data.dataloader.DataLoader object at 0x7f7624324d00>,gaussian,855394,855394,2023-07-31 18:20:18,2.508358478546142,True,17,e1526_00089,2023-07-31_20-20-19,1251.918625831604,20486,Jakob-PC-N,172.31.53.133,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 25, 'num_samples': 100, 'learning_rate': 0.001942877227967, 'batch_size': 2, 'kernel_size': 4, 'num_hidden_layers': 4, 'input_layer_out_channels': 4, 'hidden_units': 64, 'intermediate_activation_fn': 'Leaky_ReLU', 'interpolation': 'nearest_neighbor', 'window_function': 'gaussian', 'coordinate_mapping': 'ball_to_cube_volume_preserving', 'filter_extent': 0.096552930487763, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 0.1, 'limit_val_batches': 0.1}}, '_trainer_init_config': {'max_epochs': 25, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f738eb16080>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 0.1, 'limit_val_batches': 0.1, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7f738eb14430>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f738eb17730>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f73c57a13c0>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",1251.918625831604,17,train_epoch_end,0.479246228933334,0.419497191905975,0.462193965911865,0.462193965911865,0.479246228933334,4.0,1650.0,True
00041_41,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7f7624324c70>'],ball_to_cube_volume_preserving,datasets/data/dam_break_preprocessed/train,cuda,False,0.15520460555796647,128,32,ReLU,nearest_neighbor,8,0.003982182101863076,0.1,0.1,0.1,0.1,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f7624324b50>,25,min,<class 'models.cconv.CConvModel'>,val_loss,False,25,0,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7f7624324cd0>,True,<torch.utils.data.dataloader.DataLoader object at 0x7f7624324d00>,poly6,180578,180578,2023-07-31 16:49:17,1.8953027725219722,True,17,e1526_00041,2023-07-31_18-49-18,592.3607206344604,9502,Jakob-PC-N,172.31.53.133,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 25, 'num_samples': 100, 'learning_rate': 0.003982182101863001, 'batch_size': 2, 'kernel_size': 8, 'num_hidden_layers': 0, 'input_layer_out_channels': 32, 'hidden_units': 128, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'nearest_neighbor', 'window_function': 'poly6', 'coordinate_mapping': 'ball_to_cube_volume_preserving', 'filter_extent': 0.155204605557966, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 0.1, 'limit_val_batches': 0.1}}, '_trainer_init_config': {'max_epochs': 25, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f73c69c1ae0>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 0.1, 'limit_val_batches': 0.1, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7f73c69c22f0>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f73c69c3e80>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f739d2add50>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",592.3607206344604,17,train_epoch_end,0.499935805797576,0.449968844652175,0.464146792888641,0.464146792888641,0.499935805797576,4.0,1650.0,True
00029_29,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7f7624324c70>'],ball_to_cube_radial,datasets/data/dam_break_preprocessed/train,cuda,False,0.17617456120342595,32,8,GeLU,linear,3,0.004183294034796654,0.1,0.1,0.1,0.1,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f7624324b50>,25,min,<class 'models.cconv.CConvModel'>,val_loss,False,25,1,100,1,True,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7f7624324cd0>,True,<torch.utils.data.dataloader.DataLoader object at 0x7f7624324d00>,None,24258,24258,2023-07-31 16:19:08,1.103476524353027,True,17,e1526_00029,2023-07-31_18-19-09,540.4877679347992,6424,Jakob-PC-N,172.31.53.133,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 25, 'num_samples': 100, 'learning_rate': 0.004183294034796, 'batch_size': 2, 'kernel_size': 3, 'num_hidden_layers': 1, 'input_layer_out_channels': 8, 'hidden_units': 32, 'intermediate_activation_fn': 'GeLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'ball_to_cube_radial', 'filter_extent': 0.176174561203425, 'radius_search_ignore_query_points': True, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 0.1, 'limit_val_batches': 0.1}}, '_trainer_init_config': {'max_epochs': 25, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f739d2aff10>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 0.1, 'limit_val_batches': 0.1, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7f739d2ac280>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f739d2af7c0>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f739f9b2350>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",540.4877679347992,17,train_epoch_end,0.5217602849006651,0.48033285140991205,0.5137503743171691,0.5137503743171691,0.5217602849006651,4.0,1650.0,True
00083_83,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7f7624324c70>'],ball_to_cube_volume_preserving,datasets/data/dam_break_preprocessed/train,cuda,False,0.07908755038268675,48,64,GeLU,linear,4,0.008549796317855832,0.1,0.1,0.1,0.1,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f7624324b50>,25,min,<class 'models.cconv.CConvModel'>,val_loss,False,25,2,100,1,True,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7f7624324cd0>,True,<torch.utils.data.dataloader.DataLoader object at 0x7f7624324d00>,gaussian,785394,785394,2023-07-31 17:54:01,1.840742826461792,True,17,e1526_00083,2023-07-31_19-54-01,338.97829818725586,19116,Jakob-PC-N,172.31.53.133,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 25, 'num_samples': 100, 'learning_rate': 0.008549796317855001, 'batch_size': 2, 'kernel_size': 4, 'num_hidden_layers': 2, 'input_layer_out_channels': 64, 'hidden_units': 48, 'intermediate_activation_fn': 'GeLU', 'interpolation': 'linear', 'window_function': 'gaussian', 'coordinate_mapping': 'ball_to_cube_volume_preserving', 'filter_extent': 0.079087550382686, 'radius_search_ignore_query_points': True, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 0.1, 'limit_val_batches': 0.1}}, '_trainer_init_config': {'max_epochs': 25, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f738eb17100>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 0.1, 'limit_val_batches': 0.1, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7f738a93cc70>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f738a93d810>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f73875b9120>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",338.97829818725586,17,train_epoch_end,0.596143126487731,0.49052166938781705,0.601787030696868,0.601787030696868,0.596143126487731,4.0,1650.0,True
00094_94,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7f7624324c70>'],ball_to_cube_radial,datasets/data/dam_break_preprocessed/train,cuda,False,0.16124057046470175,128,32,GeLU,linear,8,0.0002017967179683562,0.1,0.1,0.1,0.1,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f7624324b50>,25,min,<class 'models.cconv.CConvModel'>,val_loss,False,25,2,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7f7624324cd0>,True,<torch.utils.data.dataloader.DataLoader object at 0x7f7624324d00>,poly6,14906242,14906242,2023-07-31 19:03:17,2.428375959396362,True,8,e1526_00094,2023-07-31_21-03-17,1735.7968242168427,22608,Jakob-PC-N,172.31.53.133,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 25, 'num_samples': 100, 'learning_rate': 0.000201796717968, 'batch_size': 2, 'kernel_size': 8, 'num_hidden_layers': 2, 'input_layer_out_channels': 32, 'hidden_units': 128, 'intermediate_activation_fn': 'GeLU', 'interpolation': 'linear', 'window_function': 'poly6', 'coordinate_mapping': 'ball_to_cube_radial', 'filter_extent': 0.161240570464701, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 0.1, 'limit_val_batches': 0.1}}, '_trainer_init_config': {'max_epochs': 25, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f7386fddf30>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 0.1, 'limit_val_batches': 0.1, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7f7386fdf220>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f7386fdff10>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f738794c640>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",1735.7968242168427,8,train_epoch_end,0.689360678195953,0.657023549079895,0.63881903886795,0.63881903886795,0.689360678195953,1.0,660.0,True
00035_35,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7f7624324c70>'],ball_to_cube_radial,datasets/data/dam_break_preprocessed/train,cuda,False,0.09392656292189118,32,64,GeLU,linear,4,0.007221510867723317,0.1,0.1,0.1,0.1,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f7624324b50>,25,min,<class 'models.cconv.CConvModel'>,val_loss,False,25,4,100,1,True,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7f7624324cd0>,True,<torch.utils.data.dataloader.DataLoader object at 0x7f7624324d00>,None,634658,634658,2023-07-31 16:30:22,1.096340656280517,False,5,e1526_00035,2023-07-31_18-30-22,78.29527306556702,7725,Jakob-PC-N,172.31.53.133,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 25, 'num_samples': 100, 'learning_rate': 0.007221510867723001, 'batch_size': 2, 'kernel_size': 4, 'num_hidden_layers': 4, 'input_layer_out_channels': 64, 'hidden_units': 32, 'intermediate_activation_fn': 'GeLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'ball_to_cube_radial', 'filter_extent': 0.09392656292189101, 'radius_search_ignore_query_points': True, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 0.1, 'limit_val_batches': 0.1}}, '_trainer_init_config': {'max_epochs': 25, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f73c69c1240>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 0.1, 'limit_val_batches': 0.1, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7f73c69c0eb0>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f73c69c3970>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f73c69c0c70>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",78.29527306556702,5,train_epoch_end,0.745280086994171,0.7438083887100221,0.6416805982589721,0.6416805982589721,0.745280086994171,0.0,330.0,True
00026_26,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7f7624324c70>'],ball_to_cube_radial,datasets/data/dam_break_preprocessed/train,cuda,False,0.10223289742450933,128,8,ReLU,linear,8,0.0014610974603991023,0.1,0.1,0.1,0.1,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f7624324b50>,25,min,<class 'models.cconv.CConvModel'>,val_loss,False,25,2,100,1,True,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7f7624324cd0>,True,<torch.utils.data.dataloader.DataLoader object at 0x7f7624324d00>,poly6,10079938,10079938,2023-07-31 16:17:12,1.483581066131591,True,8,e1526_00026,2023-07-31_18-17-13,767.9196274280548,5848,Jakob-PC-N,172.31.53.133,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 25, 'num_samples': 100, 'learning_rate': 0.0014610974603990001, 'batch_size': 2, 'kernel_size': 8, 'num_hidden_layers': 2, 'input_layer_out_channels': 8, 'hidden_units': 128, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'poly6', 'coordinate_mapping': 'ball_to_cube_radial', 'filter_extent': 0.10223289742450901, 'radius_search_ignore_query_points': True, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 0.1, 'limit_val_batches': 0.1}}, '_trainer_init_config': {'max_epochs': 25, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f739dd73040>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 0.1, 'limit_val_batches': 0.1, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7f739dd73520>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f739dd70910>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f741c263250>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",767.9196274280548,8,train_epoch_end,0.718305706977844,0.616899132728576,0.6474527716636651,0.6474527716636651,0.718305706977844,1.0,660.0,True
00042_42,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7f7624324c70>'],ball_to_cube_radial,datasets/data/dam_break_preprocessed/train,cuda,False,0.1528284280764521,128,8,ReLU,linear,2,0.00022403008906330448,0.1,0.1,0.1,0.1,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f7624324b50>,25,min,<class 'models.cconv.CConvModel'>,val_loss,False,25,3,100,1,True,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7f7624324cd0>,True,<torch.utils.data.dataloader.DataLoader object at 0x7f7624324d00>,gaussian,325058,325058,2023-07-31 16:47:14,1.146122217178344,True,8,e1526_00042,2023-07-31_18-47-14,254.85205626487732,9823,Jakob-PC-N,172.31.53.133,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 25, 'num_samples': 100, 'learning_rate': 0.000224030089063, 'batch_size': 2, 'kernel_size': 2, 'num_hidden_layers': 3, 'input_layer_out_channels': 8, 'hidden_units': 128, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'gaussian', 'coordinate_mapping': 'ball_to_cube_radial', 'filter_extent': 0.152828428076452, 'radius_search_ignore_query_points': True, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 0.1, 'limit_val_batches': 0.1}}, '_trainer_init_config': {'max_epochs': 25, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f73928a5a20>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 0.1, 'limit_val_batches': 0.1, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7f73928a7130>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f73928a5900>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f73928a6dd0>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",254.85205626487732,8,train_epoch_end,0.749400436878204,0.6605315804481501,0.651092112064361,0.651092112064361,0.749400436878204,1.0,660.0,True
00073_73,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7f7624324c70>'],ball_to_cube_radial,datasets/data/dam_break_preprocessed/train,cuda,False,0.08223490611318776,128,32,Leaky_ReLU,nearest_neighbor,8,0.0007348594388399579,0.1,0.1,0.1,0.1,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f7624324b50>,25,min,<class 'models.cconv.CConvModel'>,val_loss,False,25,3,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7f7624324cd0>,True,<torch.utils.data.dataloader.DataLoader object at 0x7f7624324d00>,gaussian,23311490,23311490,2023-07-31 17:38:59,2.648536920547485,True,8,e1526_00073,2023-07-31_19-39-00,1377.734362602234,16515,Jakob-PC-N,172.31.53.133,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 25, 'num_samples': 100, 'learning_rate': 0.0007348594388390001, 'batch_size': 2, 'kernel_size': 8, 'num_hidden_layers': 3, 'input_layer_out_channels': 32, 'hidden_units': 128, 'intermediate_activation_fn': 'Leaky_ReLU', 'interpolation': 'nearest_neighbor', 'window_function': 'gaussian', 'coordinate_mapping': 'ball_to_cube_radial', 'filter_extent': 0.08223490611318701, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 0.1, 'limit_val_batches': 0.1}}, '_trainer_init_config': {'max_epochs': 25, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f739dd723b0>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 0.1, 'limit_val_batches': 0.1, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7f739dd71cc0>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f739dd70580>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f73892463b0>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",1377.734362602234,8,train_epoch_end,0.7329522967338561,0.5520000457763671,0.671088993549346,0.671088993549346,0.7329522967338561,1.0,660.0,True
00009_9,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7f7624324c70>'],ball_to_cube_radial,datasets/data/dam_break_preprocessed/train,cuda,False,0.0813208355451103,128,64,Leaky_ReLU,nearest_neighbor,4,0.0006303242798392473,0.1,0.1,0.1,0.1,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f7624324b50>,25,min,<class 'models.cconv.CConvModel'>,val_loss,False,25,2,100,1,True,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7f7624324cd0>,True,<torch.utils.data.dataloader.DataLoader object at 0x7f7624324d00>,gaussian,2704514,2704514,2023-07-31 15:53:42,0.70733904838562,True,8,e1526_00009,2023-07-31_17-53-42,112.77852582931519,2799,Jakob-PC-N,172.31.53.133,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 25, 'num_samples': 100, 'learning_rate': 0.0006303242798390001, 'batch_size': 2, 'kernel_size': 4, 'num_hidden_layers': 2, 'input_layer_out_channels': 64, 'hidden_units': 128, 'intermediate_activation_fn': 'Leaky_ReLU', 'interpolation': 'nearest_neighbor', 'window_function': 'gaussian', 'coordinate_mapping': 'ball_to_cube_radial', 'filter_extent': 0.08132083554511, 'radius_search_ignore_query_points': True, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 0.1, 'limit_val_batches': 0.1}}, '_trainer_init_config': {'max_epochs': 25, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f73c41f2770>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 0.1, 'limit_val_batches': 0.1, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7f739f9b2c50>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f739f9b2530>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f739f9b36d0>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",112.77852582931519,8,train_epoch_end,0.7239492535591121,0.6821268796920771,0.67872416973114,0.67872416973114,0.7239492535591121,1.0,660.0,True
00014_14,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7f7624324c70>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.15779701710809438,48,16,Tanh,nearest_neighbor,2,0.0018171777407097584,0.1,0.1,0.1,0.1,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f7624324b50>,25,min,<class 'models.cconv.CConvModel'>,val_loss,False,25,4,100,1,True,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7f7624324cd0>,True,<torch.utils.data.dataloader.DataLoader object at 0x7f7624324d00>,gaussian,84914,84914,2023-07-31 15:55:43,0.779398441314697,False,5,e1526_00014,2023-07-31_17-55-43,64.54849457740784,3665,Jakob-PC-N,172.31.53.133,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 25, 'num_samples': 100, 'learning_rate': 0.0018171777407090001, 'batch_size': 2, 'kernel_size': 2, 'num_hidden_layers': 4, 'input_layer_out_channels': 16, 'hidden_units': 48, 'intermediate_activation_fn': 'Tanh', 'interpolation': 'nearest_neighbor', 'window_function': 'gaussian', 'coordinate_mapping': 'identity', 'filter_extent': 0.15779701710809402, 'radius_search_ignore_query_points': True, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 0.1, 'limit_val_batches': 0.1}}, '_trainer_init_config': {'max_epochs': 25, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7f762409acb0>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 0.1, 'limit_val_batches': 0.1, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7f7624235000>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f7624235990>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7f76242376d0>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",64.54849457740784,5,train_epoch_end,0.8889423608779901,0.818790853023529,0.680630266666412,0.680630266666412,0.8889423608779901,0.0,330.0,True
