Name,Accelerator,Align Corners,Batch Size,Cache,Callbacks,Coordinate Mapping,Dataset Dir,Device,Enable Progress Bar,Filter Extent,Hidden Units,Input Layer Out Channels,Intermediate Activation Fn,Interpolation,Kernel Size,Learning Rate,Limit Train Batches,Limit Train Batches,Limit Val Batches,Limit Val Batches,Logger,Max Epochs,Mode,Module Class,Monitor,Normalize,Num Epochs,Num Hidden Layers,Num Samples,Out Units,Radius Search Ignore Query Points,Save Top K,Shuffle,Split,Train Dataloaders,Use Dense Layer For Centers,Val Dataloaders,Window Function,Number Of Params,Number Of Trainable Params,Timestamp,Time This Iter S,Done,Training Iteration,Trial Id,Date,Time Total S,Pid,Hostname,Node Ip,Config,Time Since Restore,Iterations Since Restore,Report On,Train Loss,Train Loss Step,Val Loss,Val Loss Epoch,Train Loss Epoch,Epoch,Step,Should Checkpoint,Val Loss Best
44257de3_40,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.14918601256461744,53.26797165874946,14.7874547649879,ReLU,linear,3.1388253204371908,0.0010951092858232274,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,3.92162535526383,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,224572,224572,2023-08-08 00:09:43,4.214944839477539,False,20,44257de3,2023-08-08_02-09-43,1237.6353657245636,20658,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.0010951092858230002, 'batch_size': 2, 'kernel_size': 3.13882532043719, 'num_hidden_layers': 3.92162535526383, 'input_layer_out_channels': 14.7874547649879, 'hidden_units': 53.26797165874946, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.149186012564617, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbaca7c2dd0>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fbaca7c06d0>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbaca7c0bb0>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbaca7c1ea0>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",1237.6353657245636,20,train_epoch_end,0.236173123121261,0.24825629591941803,0.220760598778724,0.220760598778724,0.236173123121261,5.0,6000.0,True,0.220760598778724
06678397_39,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.12422871170377946,24.18947540099646,30.52140502850411,ReLU,linear,6.542825049827024,0.004648821857997,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,1.6811496066995915,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,526058,526058,2023-08-07 23:55:05,12.159374713897705,False,20,6678397,2023-08-08_01-55-06,1009.3029596805573,20332,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.004648821857997001, 'batch_size': 2, 'kernel_size': 6.542825049827024, 'num_hidden_layers': 1.681149606699591, 'input_layer_out_channels': 30.52140502850411, 'hidden_units': 24.18947540099646, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.12422871170377901, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbacde96920>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fbacde94a30>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbacde96c20>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbad5c39300>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",1009.3029596805573,20,train_epoch_end,0.23268482089042603,0.238785207271575,0.22405397891998202,0.22405397891998202,0.23268482089042603,5.0,6000.0,True,0.22405397891998202
17d03b88_25,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.1880881639984856,22.84360810202211,19.928264957180474,ReLU,linear,5.133772770435638,0.0008436440881133957,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,1.894237617170077,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,179974,179974,2023-08-07 22:20:26,3.017821788787842,False,20,17d03b88,2023-08-08_00-20-26,1019.1582767963409,16602,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.000843644088113, 'batch_size': 2, 'kernel_size': 5.133772770435638, 'num_hidden_layers': 1.8942376171700772, 'input_layer_out_channels': 19.928264957180474, 'hidden_units': 22.84360810202211, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.18808816399848502, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbae8c76500>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fbaddda87c0>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbadddaa8f0>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbaecee3760>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",1019.1582767963409,20,train_epoch_end,0.23763084411621002,0.252306401729583,0.225261211395263,0.225261211395263,0.23763084411621002,5.0,6000.0,True,0.225261211395263
83fdd8b4_94,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.1328607625446457,31.213422229602685,29.007071918697726,ReLU,linear,5.034474483359375,0.005015010684344988,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,1.1316466717383749,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,373024,373024,2023-08-08 07:00:54,8.806798696517944,False,20,83fdd8b4,2023-08-08_09-00-54,1058.7617316246033,3349,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.005015010684344, 'batch_size': 2, 'kernel_size': 5.034474483359375, 'num_hidden_layers': 1.131646671738374, 'input_layer_out_channels': 29.007071918697726, 'hidden_units': 31.213422229602685, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.13286076254464502, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fba7f5eafb0>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fba8a69fd00>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fba8a69d120>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fba9ce12350>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",1058.7617316246033,20,train_epoch_end,0.23459270596504203,0.224675729870796,0.22575061023235302,0.22575061023235302,0.23459270596504203,5.0,6000.0,True,0.22575061023235302
93403950_13,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.12,63.31986172071362,19.853113515830643,ReLU,linear,7.0,0.006,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,1.0,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,1309392,1309392,2023-08-07 20:45:02,1.9729888439178462,False,20,93403950,2023-08-07_22-45-02,2270.6596240997314,12479,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.006, 'batch_size': 2, 'kernel_size': 7.0, 'num_hidden_layers': 1.0, 'input_layer_out_channels': 19.853113515830643, 'hidden_units': 63.31986172071362, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.12, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca85db190>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fbca85da950>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbca85dbd90>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbb342fce80>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",2270.6596240997314,20,train_epoch_end,0.22689706087112402,0.23745784163475,0.233113780617713,0.233113780617713,0.22689706087112402,5.0,6000.0,True,0.23097926378250103
2febfdf4_11,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.12,63.31986309052865,19.85310071112454,ReLU,linear,7.0,0.006,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,1.0,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,1309392,1309392,2023-08-07 20:44:29,2.24968934059143,False,20,2febfdf4,2023-08-07_22-44-29,2265.846592903137,12244,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.006, 'batch_size': 2, 'kernel_size': 7.0, 'num_hidden_layers': 1.0, 'input_layer_out_channels': 19.85310071112454, 'hidden_units': 63.31986309052865, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.12, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca863b220>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fbb35e49ea0>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbb35e49000>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbb342ffc40>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",2265.846592903137,20,train_epoch_end,0.229423433542251,0.23943829536437902,0.233458533883094,0.233458533883094,0.229423433542251,5.0,6000.0,True,0.233458533883094
712cbf8c_88,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.18872460363848298,51.67266514649921,23.35209426321059,ReLU,linear,6.817825776075294,0.0032039828575464095,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,1.178862727813284,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,814722,814722,2023-08-08 06:16:41,8.653487205505371,False,20,712cbf8c,2023-08-08_08-16-41,1490.3566467761993,1602,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.003203982857546, 'batch_size': 2, 'kernel_size': 6.817825776075294, 'num_hidden_layers': 1.178862727813284, 'input_layer_out_channels': 23.35209426321059, 'hidden_units': 51.67266514649921, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.188724603638482, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fba979203d0>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fba979238b0>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fba97922dd0>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fba7f5e9870>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",1490.3566467761993,20,train_epoch_end,0.25625643134117104,0.25017508864402704,0.24126654863357502,0.24126654863357502,0.25625643134117104,5.0,6000.0,True,0.24126654863357502
1c4fdc4e_12,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.12,63.3198318790062,19.853099657210645,ReLU,linear,7.0,0.006,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,1.0,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,1309392,1309392,2023-08-07 20:44:56,1.8010163307189941,False,20,1c4fdc4e,2023-08-07_22-44-56,2277.990770816803,12346,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.006, 'batch_size': 2, 'kernel_size': 7.0, 'num_hidden_layers': 1.0, 'input_layer_out_channels': 19.853099657210645, 'hidden_units': 63.3198318790062, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.12, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbb12917190>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fbb12917220>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbca85d97e0>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbb12915c60>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",2277.990770816803,20,train_epoch_end,0.220469057559967,0.23394913971424103,0.24682357907295202,0.24682357907295202,0.220469057559967,5.0,6000.0,True,0.218677759170532
bb3a1a13_84,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.19373387355782318,52.28409533415887,22.89126490826635,ReLU,linear,5.176014746523904,0.0027715294188400633,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,1.279554970871728,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,461266,461266,2023-08-08 05:39:27,22.035983085632324,False,20,bb3a1a13,2023-08-08_07-39-28,1265.384018421173,450,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.00277152941884, 'batch_size': 2, 'kernel_size': 5.176014746523904, 'num_hidden_layers': 1.279554970871728, 'input_layer_out_channels': 22.89126490826635, 'hidden_units': 52.28409533415887, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.193733873557823, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fba979238e0>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fba8a69c5e0>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fba8a69f850>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fba912ee5c0>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",1265.384018421173,20,train_epoch_end,0.263708025217056,0.281735002994537,0.24970042705535803,0.24970042705535803,0.263708025217056,5.0,6000.0,True,0.24970042705535803
b8a5c135_5,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.17928909794821468,54.473622108257665,12.991844553958995,ReLU,linear,5.056937753654447,0.0036360044993998465,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,1.139351238159993,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,263954,263954,2023-08-07 19:31:12,1.106738567352295,False,20,b8a5c135,2023-08-07_21-31-12,956.5470898151398,10428,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.0036360044993990004, 'batch_size': 2, 'kernel_size': 5.056937753654447, 'num_hidden_layers': 1.139351238159993, 'input_layer_out_channels': 12.991844553958995, 'hidden_units': 54.473622108257665, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.17928909794821402, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbb35e481f0>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fbb35e48ac0>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbb35e48e50>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbb35e498a0>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",956.5470898151398,20,train_epoch_end,0.255889773368835,0.27103942632675104,0.250048696994781,0.250048696994781,0.255889773368835,5.0,6000.0,True,0.250048696994781
26e8ef33_52,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.2140365977927037,17.64507156020591,20.412692262922413,ReLU,linear,6.9534306804617225,0.001744257846394633,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,1.2565094741431524,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,259785,259785,2023-08-08 01:20:54,5.205002784729004,False,20,26e8ef33,2023-08-08_03-20-54,1181.9068875312805,23735,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.0017442578463940002, 'batch_size': 2, 'kernel_size': 6.953430680461722, 'num_hidden_layers': 1.256509474143152, 'input_layer_out_channels': 20.412692262922413, 'hidden_units': 17.64507156020591, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.214036597792703, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbab40bebc0>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fbab40bfc10>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbab40be110>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbab40bdd50>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",1181.9068875312805,20,train_epoch_end,0.260790228843688,0.22776946425437902,0.25120535492897,0.25120535492897,0.260790228843688,5.0,6000.0,True,0.250533878803253
